Gene,M307_2ppm,M311_2ppm,M314_2ppm,M316_0ppm,M323_2ppm,M324_0ppm,M327_0ppm,M329_0ppm,M330_0ppm,M343_2ppm
Fbxw20,7,5,3,11,1,17,18,22,1,8
Fbxw21,6,11,7,8,4,9,9,14,4,15
Fbxw22,2,6,8,9,2,11,20,13,2,11
Fbxw24,4,8,6,9,2,15,27,14,6,12
Fbxw26,1,5,6,14,8,15,16,25,5,16
Fbxw28,0,4,1,6,3,3,9,6,0,6
Fbxw4,129,93,161,99,108,39,15,21,103,66
Fbxw5,565,293,431,358,561,156,24,87,639,175
Fbxw7,118,55,144,95,144,76,70,98,215,98
Fbxw8,699,374,492,395,519,230,39,119,605,207
Fbxw9,261,89,125,112,188,63,8,42,212,60
Fcamr,1,1,9,3,2,5,10,12,2,7
Fcer1a,6,20,10,20,3,18,15,14,0,9
Fcer1g,270,442,283,209,188,102,26,33,285,58
Fcer2a,7,8,6,10,3,10,11,19,3,19
Fcf1,269,127,175,116,209,83,21,55,237,78
Fcgbp,11,15,12,25,16,32,18,29,16,32
Fcgr1,30,45,39,39,34,34,22,13,18,13
Fcgr2b,175,132,164,97,160,89,22,24,940,47
Fcgr3,152,253,213,137,144,99,37,30,108,35
Fcgr4,21,29,42,36,40,25,15,16,15,23
Fcgrt,584,462,417,388,300,196,26,28,359,92
Fcho1,31,5,20,29,19,29,10,14,38,19
Fcho2,767,370,744,514,516,283,102,121,480,258
Fchsd1,81,79,90,51,53,27,29,26,82,45
Fchsd2,109,98,100,108,66,79,41,41,29,55
Fcna,174,48,77,71,99,68,16,23,509,35
Fcnb,6,8,1,10,3,10,15,14,5,20
Fcrl1,14,13,7,22,4,12,17,15,17,20
Fcrl5,3,13,2,14,5,13,16,17,5,23
Fcrl6,3,3,2,10,4,8,10,6,3,12
Fcrla,6,11,4,13,7,9,6,6,4,4
Fcrlb,0,0,2,2,0,5,6,5,1,3
Fcrls,53,45,32,51,52,31,29,28,133,34
Fdft1,882,316,668,602,1074,334,29,284,1687,488
Fdps,1122,403,900,626,1319,365,15,230,1012,487
Fdx1,461,198,245,216,276,99,21,52,316,87
Fdx1l,6,0,1,2,3,0,0,0,0,1
Fdxacb1,94,31,50,56,51,23,7,11,83,28
Fdxr,71,61,34,28,40,10,6,12,16,16
Fech,1743,587,1178,898,1268,437,45,237,855,488
Fem1a,301,122,230,175,228,98,44,66,461,101
Fem1b,958,257,555,463,636,234,104,173,306,232
Fem1c,251,104,280,179,365,159,57,82,188,180
Fen1,133,121,141,96,169,71,11,29,249,67
Fendrr,1,6,3,3,1,3,7,9,3,7
Fer1l4,8,11,16,22,6,21,22,14,69,16
Ferd3l,1,0,0,2,1,4,2,4,2,6
Fermt1,20,32,36,45,38,77,62,54,85,77
Fermt2,358,182,282,215,211,134,40,79,191,98
Fermt3,108,164,126,75,83,47,17,28,40,34
Fert2,281,146,189,155,155,81,29,63,134,61
Fes,36,84,74,45,31,35,16,14,19,19
Fetub,243,111,225,146,390,78,11,56,396,86
Fev,0,4,0,3,2,1,4,1,2,0
Fez1,113,85,82,113,47,42,12,8,15,28
Fez2,291,283,250,219,186,97,40,51,147,87
Fezf1,4,2,2,6,0,7,4,3,0,2
Fezf2,0,1,0,7,1,6,7,9,1,6
Ffar1,0,2,2,3,3,2,1,4,2,10
Ffar2,34,7,12,25,8,18,5,10,267,28
Ffar3,1,1,0,5,0,2,2,3,0,2
Ffar4,63,92,108,65,63,32,8,27,152,25
Fga,58,214,149,74,48,62,24,36,610,69
Fgb,7,5,10,6,4,2,9,11,0,11
Fgd1,46,17,46,35,28,18,12,7,46,25
Fgd2,69,66,73,61,59,40,16,13,40,29
Fgd3,7,11,10,15,7,19,20,23,3,24
Fgd4,142,73,121,82,100,69,64,76,73,90
Fgd5,57,50,45,48,49,53,32,36,22,21
Fgd6,50,28,66,45,41,47,29,50,74,56
Fgf1,200,74,168,144,94,48,34,31,77,39
Fgf10,87,45,88,86,8,55,69,60,22,51
Fgf11,2,1,0,4,0,2,1,0,1,1
Fgf12,25,47,45,49,35,71,103,92,257,75
Fgf13,3,18,3,9,6,7,10,11,3,6
Fgf14,1,13,11,17,6,21,21,24,5,24
Fgf15,14,15,11,7,21,2,6,11,0,3
Fgf16,11,22,8,21,9,16,25,25,4,29
Fgf17,4,1,1,9,0,3,4,7,2,6
Fgf18,35,23,30,32,10,13,5,5,6,6
Fgf2,25,17,14,21,9,10,9,9,3,8
Fgf20,4,7,2,7,1,8,15,8,2,7
Fgf21,4,3,0,3,3,5,3,7,20,5
Fgf22,0,2,4,1,0,5,0,0,0,1
Fgf23,2,3,0,2,1,3,6,5,0,7
Fgf3,3,0,2,1,1,2,5,1,1,9
Fgf4,1,9,6,10,2,11,21,11,4,15
Fgf5,2,3,6,15,4,19,11,7,2,11
Fgf6,0,0,1,1,2,3,2,1,0,2
Fgf7,89,96,72,90,37,51,20,32,13,38
Fgf8,0,0,2,1,0,4,2,2,6,0
Fgf9,103,32,75,59,93,65,31,38,8,44
Fgfbp1,2,10,17,29,4,20,26,35,18,24
Fgfbp3,19,31,30,22,24,13,2,9,18,26
Fgfr1,357,170,279,202,270,140,35,44,237,85
Fgfr1op,148,110,147,58,101,66,20,43,172,72
Fgfr1op2,1278,577,961,685,973,351,56,186,1550,342
Fgfr2,815,341,558,443,681,263,45,178,162,317
Fgfr3,46,47,66,29,42,40,12,24,109,39
Fgfr4,6,9,11,7,5,9,5,10,3,8
Fgfrl1,56,32,62,49,101,33,4,14,196,39
Fgg,0,5,1,4,4,13,7,9,133,19
Fggy,195,102,131,144,180,77,27,78,182,120
Fgl1,79,43,57,56,62,28,21,32,40,47
Fgl2,534,533,573,484,448,315,124,82,443,149
Fgr,11,28,22,26,12,26,16,20,36,24
Fh1,388,205,272,202,302,118,33,104,437,127
Fhad1,66,28,100,68,193,73,28,41,42,56
Fhdc1,77,30,64,47,31,40,37,23,57,39
Fhit,93,41,60,44,111,20,15,27,24,39
Fhl1,872,510,1149,615,787,368,39,175,319,467
Fhl2,36,33,31,42,35,17,13,9,11,15
Fhl3,2,1,3,8,2,2,6,4,5,1
Fhl4,648,288,1217,633,1907,767,203,253,407,588
Fhl5,5,1,20,10,20,7,10,8,6,20
Fhod1,7,9,13,14,12,6,14,12,12,8
Fhod3,26,28,38,24,31,32,35,32,20,45
Fibcd1,1,4,7,12,3,11,11,12,10,6
Fibin,36,25,20,20,6,18,7,16,13,21
Fibp,194,98,151,111,148,57,9,18,356,42
Ficd,249,81,171,138,208,91,8,39,526,76
Fig4,227,109,161,132,117,59,27,60,383,62
Figf,129,221,112,125,80,44,19,12,12,22
Figla,3,0,4,3,0,3,5,4,0,3
Fign,37,57,38,84,34,69,122,110,171,110
Fignl1,52,54,21,35,21,20,31,32,27,26
Fignl2,6,3,9,7,5,8,3,6,2,5
Filip1,102,67,75,66,91,79,32,55,10,68
Filip1l,92,90,108,92,63,91,47,72,32,45
Fip1l1,481,251,379,290,290,142,42,76,431,141
Fis1,813,441,552,429,582,201,29,78,655,211
Fitm1,3,4,10,10,20,12,10,4,2,7
Fitm2,74,28,52,45,61,14,2,11,75,35
Fiz1,216,83,82,81,152,52,16,27,178,57
Fjx1,11,10,12,15,14,9,7,3,75,6
Fkbp10,110,170,90,54,52,41,18,15,56,20
Fkbp11,94,64,72,38,86,24,3,10,1436,28
Fkbp14,136,87,90,72,58,45,27,27,63,56
Fkbp15,435,182,286,207,294,129,59,93,366,153
Fkbp1a,2937,1512,1991,1544,2150,658,92,323,4015,749
Fkbp1b,33,45,31,24,16,17,9,10,58,11
Fkbp2,974,403,1054,451,1212,354,10,196,2296,428
Fkbp3,653,393,584,415,642,205,27,108,699,206
Fkbp4,5727,1385,3244,2266,3959,1061,57,552,2881,1290
Fkbp5,2241,947,1717,1134,1497,681,56,269,3755,665
Fkbp6,6,9,10,9,3,8,12,13,5,9
Fkbp7,158,129,104,96,101,49,16,17,88,30
Fkbp8,1227,632,892,587,937,321,43,158,1725,338
Fkbp9,1854,1131,1797,1277,1383,680,171,254,1310,527
Fkbpl,111,46,73,57,113,36,12,13,73,33
Fkrp,141,68,95,68,109,30,8,33,396,37
Fktn,269,132,168,160,148,81,39,92,253,104
Flad1,204,86,144,113,180,74,33,52,166,74
Flcn,178,76,170,118,140,73,17,39,281,67
Flg2,3,11,7,12,3,7,21,21,1,15
Fli1,93,153,112,116,83,63,47,42,34,63
Flii,833,377,632,423,530,231,29,97,658,220
Flna,837,369,741,515,530,297,46,187,453,284
Flnb,1134,196,527,382,943,278,78,236,536,398
Flnc,50,27,40,49,50,46,31,23,19,44
Flot1,518,206,275,263,318,119,14,40,405,92
Flot2,638,401,445,349,322,187,35,76,400,128
Flrt1,7,12,12,25,12,23,6,19,17,33
Flrt2,106,88,130,110,80,87,55,57,31,71
Flrt3,140,203,238,110,97,126,96,95,49,128
Flt1,7,20,10,35,12,30,40,55,12,38
Flt3,14,13,23,20,20,16,29,28,12,23
Flt3l,44,21,29,25,32,18,7,9,15,7
Flt4,20,26,17,23,23,30,28,24,5,25
Flywch1,631,220,462,341,511,164,23,97,422,165
Flywch2,83,25,54,26,41,16,3,6,76,24
Fmn1,45,49,56,52,67,69,80,106,56,86
Fmn2,22,30,18,28,21,26,46,52,9,49
Fmnl1,51,56,62,66,56,31,20,23,26,29
Fmnl2,154,64,80,94,127,90,70,62,7,85
Fmnl3,236,129,189,159,179,88,16,51,693,80
Fmo1,436,438,352,324,225,134,41,42,69,89
Fmo2,1920,1626,1189,1034,731,584,143,130,272,285
Fmo3,97,54,187,95,108,45,21,26,10,65
Fmo4,0,5,4,7,3,18,18,5,2,13
Fmo5,545,136,247,216,281,95,32,68,47,111
Fmo6,8,8,8,18,2,10,38,21,0,16
Fmo9,6,8,1,19,9,34,40,33,5,28
Fmod,719,297,562,312,402,211,52,37,152,101
Fmr1,711,443,493,411,508,239,62,122,418,209
Fmr1nb,0,0,3,10,3,6,7,1,3,3
Fn1,247,234,330,432,389,180,125,176,116,219
Fn3k,7,9,17,9,17,9,21,16,15,17
Fn3krp,12,18,14,13,21,9,25,13,9,19
Fnbp1,147,152,159,97,107,95,41,59,154,62
Fnbp1l,180,75,162,104,188,90,32,64,118,102
Fnbp4,242,95,177,136,172,90,43,114,260,167
Fnd3c2,1,4,6,3,2,6,7,4,1,4
Fndc1,48,24,68,32,52,36,32,31,14,43
Fndc3a,1034,428,768,638,728,356,107,164,1665,280
Fndc3b,806,386,434,363,438,222,80,130,995,180
Fndc3c1,2,7,3,14,4,7,16,15,0,12
Fndc4,46,42,19,11,13,20,6,10,8,13
Fndc5,42,73,41,53,22,42,19,30,2,27
Fndc7,12,13,15,39,18,27,35,46,15,51
Fndc8,15,14,27,17,30,33,22,13,7,15
Fndc9,12,17,18,25,23,14,8,16,3,19
Fnip1,256,213,215,213,258,121,115,171,421,170
Fnip2,103,78,51,98,113,47,31,44,82,73
Fnta,802,398,528,412,547,192,29,96,738,195
Fntb,160,86,129,66,108,63,21,37,108,83
Focad,178,108,109,92,165,95,70,65,106,117
Folh1,618,742,1173,495,493,439,43,120,733,348
Folr1,937,59,125,92,270,38,14,48,504,89
Folr2,105,91,78,73,85,54,15,19,10,19
Folr4,1,4,6,10,0,8,9,2,13,2
Fopnl,853,292,505,364,562,183,26,87,618,215
Fos,37,36,86,43,56,37,8,41,28,61
Fosb,4,2,5,12,5,7,9,12,8,10
Fosl1,0,8,4,4,3,6,2,6,0,4
Fosl2,135,102,140,138,123,60,26,36,134,65
Foxa1,52,17,28,30,30,13,8,11,5,25
Foxa2,3,3,2,11,3,3,6,7,0,3
Foxa3,4,5,4,3,2,4,7,8,3,4
Foxb1,0,3,4,8,3,5,12,6,0,8
Foxb2,1,0,2,3,0,1,2,2,0,2
Foxc1,49,9,14,6,10,7,13,17,18,11
Foxc2,1,5,0,9,2,2,3,2,0,2
Foxd1,2,3,0,4,1,2,0,2,0,1
Foxd2,12,7,7,5,2,4,6,1,1,7
Foxd3,2,5,2,6,2,3,5,4,0,5
Foxd4,1,4,6,4,1,7,6,11,2,2
Foxe1,0,0,0,0,0,2,0,1,0,0
Foxe3,2,0,0,1,0,0,0,0,0,1
Foxf1,6,3,0,2,1,6,3,4,1,5
Foxf2,0,2,0,5,0,8,5,1,0,4
Foxg1,2,3,3,5,3,10,5,9,3,6
Foxh1,3,2,6,0,3,1,3,2,0,3
Foxi1,261,159,318,153,212,111,7,48,488,103
Foxi2,1,4,1,3,1,6,12,4,2,4
Foxi3,0,0,1,6,0,0,2,4,0,1
Foxj1,9,2,8,8,14,5,4,3,18,6
Foxj2,385,147,282,199,291,123,44,89,416,159
Foxj3,224,129,167,169,120,75,26,58,207,86
Foxk1,140,83,111,92,146,64,21,37,72,75
Foxk2,354,121,319,196,272,135,23,59,671,152
Foxl1,1,6,1,9,4,8,12,9,0,7
Foxl2,1,5,3,2,3,4,5,3,3,1
Foxl2os,2,18,9,10,0,16,20,16,2,15
Foxm1,35,65,31,25,39,28,27,21,38,22
Foxn1,6,2,9,7,6,4,12,7,8,14
Foxn2,118,123,82,100,114,101,42,59,122,85
Foxn3,826,320,480,303,511,210,29,111,548,215
Foxn4,4,4,4,4,4,6,10,6,2,5
Foxo1,217,105,166,135,155,80,45,47,205,79
Foxo3,12,6,15,6,8,9,6,10,11,7
Foxo4,13,10,15,15,13,7,7,5,17,8
Foxo6,10,5,3,3,0,3,4,4,8,1
Foxp1,428,235,311,247,334,167,90,115,222,184
Foxp2,48,53,59,55,30,89,111,70,17,75
Foxp3,36,15,25,12,18,10,9,6,50,13
Foxp4,97,75,80,72,107,48,11,16,151,44
Foxq1,24,10,16,16,20,10,6,7,46,18
Foxr1,0,2,2,5,4,5,8,1,0,6
Foxr2,3,4,4,17,6,9,22,15,0,8
Foxred1,288,136,260,176,265,108,20,56,331,159
Foxred2,1354,1055,1795,918,1224,672,28,232,87,552
Foxs1,10,7,8,19,2,9,2,5,8,9
Fpgs,245,122,250,135,204,86,7,60,280,136
Fpgt,204,72,99,145,120,44,55,37,149,93
Fpr1,1,4,2,7,4,5,10,12,7,5
Fpr2,8,12,16,15,12,22,24,27,5,24
Fpr3,1,6,3,5,4,4,7,7,0,5
Fpr-rs3,0,0,3,2,1,0,2,3,0,2
Fpr-rs4,0,4,0,8,1,2,3,3,0,0
Fpr-rs6,0,2,0,0,0,3,1,2,0,3
Fra10ac1,218,103,182,89,161,69,30,32,155,88
Fras1,50,68,65,81,30,102,129,125,45,131
Frat1,6,4,23,13,13,7,6,7,10,8
Frat2,35,20,17,16,35,5,3,13,16,12
Frem1,27,35,27,41,32,53,74,84,45,73
Frem2,31,44,26,54,60,54,67,79,37,59
Frem3,1,5,6,12,3,17,18,20,16,17
Frg1,585,216,337,261,465,135,21,101,401,172
Frk,1449,424,865,780,1427,378,86,349,678,538
Frmd3,6,17,5,17,6,23,43,34,6,21
Frmd4a,76,64,95,76,56,44,45,32,76,35
Frmd4b,150,129,151,116,152,130,86,124,79,96
Frmd5,14,18,24,29,18,48,26,40,73,36
Frmd6,240,198,244,204,171,95,34,39,141,76
Frmd7,32,49,37,26,33,35,37,37,21,41
Frmd8,235,126,143,122,118,48,13,31,260,61
Frmpd1,8,16,7,15,6,28,25,26,1,40
Frmpd3,1,4,4,8,0,12,15,4,0,9
Frmpd4,73,32,76,49,48,42,38,33,64,40
Frrs1,50,41,46,47,30,61,25,28,220,52
Frrs1l,4,8,5,8,7,8,20,35,7,20
Frs2,381,207,295,217,298,126,45,73,394,131
Frs3,23,10,7,11,34,11,7,8,20,11
Fry,62,77,58,91,43,95,80,88,97,81
Fryl,174,123,209,144,215,138,94,128,523,173
Frzb,20,28,18,16,7,24,38,24,3,22
Fsbp,0,3,0,1,1,2,3,7,4,0
Fscb,109,48,178,105,372,156,69,72,106,105
Fscn1,89,193,91,79,59,43,13,11,26,25
Fscn2,1,3,5,8,8,2,3,1,2,4
Fscn3,61,46,157,116,194,73,44,22,58,64
Fsd1,4,9,2,8,3,7,9,13,2,6
Fsd1l,299,147,287,256,222,214,279,288,142,366
Fsd2,17,19,22,17,13,29,27,26,65,45
Fshb,1,3,0,11,0,2,7,10,0,8
Fshr,2,7,1,7,2,12,10,11,4,9
Fsip1,4,5,13,10,18,18,13,19,3,5
Fst,30,29,44,49,38,26,31,10,26,26
Fstl1,1037,859,886,762,574,481,168,111,127,237
Fstl3,79,40,53,42,43,51,16,10,298,19
Fstl4,2,22,15,14,13,16,26,28,6,27
Fstl5,6,19,11,29,10,25,37,24,3,36
Ftcd,9,25,26,10,10,16,8,16,3,31
Fth1,21188,18983,20149,17474,16409,8524,1532,1965,10415,5279
Fthl17,0,0,0,0,0,0,0,2,0,0
Ftl1,4993,3975,4341,3288,3951,1611,250,486,3625,1264
Ftmt,20,13,16,27,6,16,25,15,11,14
Fto,841,379,578,411,548,205,41,131,747,202
Ftsj1,145,53,96,62,81,29,21,26,177,43
Ftsj2,68,36,43,40,41,20,2,16,71,17
Ftsj3,294,130,237,150,230,97,41,71,589,124
Ftsjd1,107,36,56,49,71,47,9,13,62,37
Ftsjd2,412,165,380,223,366,146,33,108,703,158
Ftx,33,20,23,35,16,21,43,34,15,29
Fubp1,463,195,369,264,451,173,76,143,303,236
Fubp3,523,296,492,282,347,171,34,90,586,164
Fuca1,1713,882,1526,1232,1813,713,104,309,2770,599
Fuca2,1611,1139,1653,1077,1323,605,40,274,2290,580
Fuk,44,18,48,34,49,16,18,25,188,30
Fundc1,728,320,465,427,538,186,10,84,700,208
Fundc2,492,335,325,266,322,125,24,60,312,140
Fuom,75,46,75,25,39,18,5,9,15,18
Furin,922,354,798,391,678,232,19,129,830,232
Fus,521,242,295,207,351,170,32,102,476,189
Fut1,7,3,3,8,4,7,8,7,301,3
Fut10,39,62,46,38,38,49,31,33,5,31
Fut11,195,117,185,153,201,84,16,57,323,70
Fut2,2,8,10,20,7,14,16,23,69,16
Fut4,310,168,312,154,187,127,8,47,798,99
Fut4-ps1,15,6,16,5,3,9,7,13,5,8
Fut7,6,5,6,4,0,9,3,4,4,8
Fut8,418,136,276,230,377,128,34,123,913,145
Fut9,21,25,19,32,12,43,42,34,27,47
Fuz,227,79,120,89,128,40,7,26,188,61
Fv1,21,12,13,7,15,3,8,7,6,3
Fxn,61,36,41,30,37,27,13,14,37,33
Fxr1,402,210,464,313,505,247,72,96,290,174
Fxr2,707,243,528,388,578,211,35,146,698,238
Fxyd1,156,90,113,99,79,42,19,8,26,27
Fxyd2,28,11,37,44,23,13,7,8,2,9
Fxyd3,126,100,282,92,172,95,6,46,246,110
Fxyd4,4146,493,1287,1270,3635,584,24,434,5,801
Fxyd5,379,348,213,263,212,172,36,33,37,67
Fxyd6,353,191,248,226,152,122,35,22,104,52
Fxyd7,5,2,3,6,1,3,6,2,1,4
Fyb,145,184,160,114,101,75,32,28,45,51
Fyco1,513,188,365,306,301,178,66,117,565,190
Fyn,408,180,212,163,196,101,44,46,232,76
Fyttd1,1397,541,1164,686,956,423,85,255,1331,470
Fzd1,193,109,217,138,122,71,22,36,219,52
Fzd10,2,2,2,8,5,3,5,8,5,6
Fzd2,43,31,22,22,37,13,8,19,25,18
Fzd3,243,101,177,201,221,162,136,176,434,205
Fzd4,550,103,347,264,511,155,18,96,13,136
Fzd5,27,8,21,19,20,18,10,17,45,19
Fzd6,363,206,270,217,319,121,18,79,895,141
Fzd7,105,56,79,52,84,42,19,19,25,34
Fzd8,223,41,118,85,169,59,4,47,124,59
Fzd9,1,2,2,4,0,2,4,2,0,1
Fzr1,327,165,198,132,212,66,22,31,334,62
G0s2,33,26,19,30,23,23,5,3,7,4
G2e3,252,177,200,179,209,132,98,121,193,186
G3bp1,775,282,541,468,564,208,23,120,636,200
G3bp2,2007,833,1629,1157,1576,669,107,315,2244,669
G530011O06Rik,19,12,14,12,6,30,24,19,10,10
G630025P09Rik,141,24,49,50,84,26,1,16,105,39
G630055G22Rik,2,3,11,7,4,15,20,20,0,20
G630071F17Rik,3,3,2,11,2,6,15,13,0,8
G630090E17Rik,18,5,6,14,34,8,3,12,3,10
G630093K05Rik,7,5,9,16,0,7,13,11,8,6
G6b,2,5,6,6,6,3,1,5,6,9
G6pc,0,2,7,6,1,5,10,8,0,6
G6pc2,2,11,5,3,7,6,11,8,4,5
G6pc3,777,317,588,340,829,201,28,124,1138,254
G6pd2,33,21,44,38,33,15,2,9,46,18
G6pdx,1639,667,972,822,1205,435,18,197,2032,449
G730013B05Rik,6,4,8,6,1,15,16,22,3,18
Gaa,1664,699,1295,892,1473,554,38,233,1701,460
Gab1,455,176,301,251,307,140,65,102,565,162
Gab2,380,294,391,306,293,156,60,55,132,107
Gab3,9,33,19,21,14,9,18,9,3,5
Gabarap,4491,1867,2865,2031,3258,970,98,496,2921,1093
Gabarapl1,900,381,784,580,747,300,72,112,1174,239
Gabarapl2,446,115,287,188,289,105,4,54,325,101
Gabbr1,20,29,24,24,20,27,24,39,27,21
Gabbr2,10,27,20,28,15,23,21,27,9,18
Gabpa,521,251,325,300,238,188,59,113,318,146
Gabpb1,172,93,162,109,134,96,64,96,199,69
Gabpb2,198,210,223,128,162,115,74,82,137,109
Gabra1,12,50,36,39,33,46,70,63,17,58
Gabra2,4,13,5,36,1,22,15,27,5,25
Gabra3,462,408,404,283,224,202,50,35,43,94
Gabra4,10,21,8,9,5,6,28,17,153,16
Gabra5,8,6,9,25,1,9,17,18,6,26
Gabra6,1,5,6,10,0,26,17,12,1,18
Gabrb1,4,11,6,12,10,15,24,17,120,9
Gabrb2,18,43,33,96,31,78,154,114,25,89
Gabrb3,11,29,15,17,12,39,76,56,12,48
Gabrd,18,0,0,1,5,8,3,5,7,4
Gabre,6,2,3,1,1,0,4,1,0,2
Gabrg1,8,27,20,18,4,31,54,41,5,35
Gabrg2,12,13,14,33,6,39,44,41,7,46
Gabrg3,0,11,2,10,3,4,14,13,0,4
Gabrp,145,187,285,138,113,85,20,39,4,76
Gabrq,2,6,3,3,3,2,4,6,0,5
Gabrr1,5,9,3,7,6,8,13,8,77,16
Gabrr2,8,10,8,12,4,19,15,11,4,12
Gabrr3,10,4,1,1,1,5,9,12,3,11
Gad1,3,8,11,14,17,10,16,17,17,21
Gad2,16,37,8,28,10,22,46,64,5,37
Gadd45a,385,72,195,291,252,63,2,71,191,143
Gadd45b,94,29,83,78,100,17,5,51,9,50
Gadd45g,164,77,139,99,142,58,3,25,83,64
Gadd45gip1,440,221,333,194,315,92,11,52,466,99
Gadl1,2,24,5,9,1,9,21,15,4,15
Gak,1038,462,823,591,816,317,65,182,1087,339
Gal,2,0,0,2,0,3,2,0,2,2
Gal3st1,3,0,8,9,9,7,5,5,1,9
Gal3st2,3,0,2,0,0,2,2,1,2,1
Gal3st3,5,1,8,7,6,7,9,5,53,6
Gal3st4,46,28,24,25,41,18,17,14,644,17
Galc,135,131,145,112,139,101,44,47,290,79
Gale,120,49,108,60,105,26,5,36,159,46
Galk1,256,137,152,110,181,48,10,40,267,52
Galk2,399,161,252,171,317,99,27,60,387,107
Galm,629,155,352,319,480,154,13,77,100,137
Galns,112,61,117,74,147,52,10,32,218,59
Galnt1,2361,1360,2408,1490,2060,878,75,407,1259,853
Galnt10,563,354,523,320,452,210,29,107,2409,216
Galnt11,847,277,566,356,514,186,44,165,845,289
Galnt12,34,33,33,17,19,14,5,21,1088,21
Galnt13,36,71,72,71,41,63,121,100,44,105
Galnt14,9,23,15,24,1,19,22,25,76,17
Galnt15,110,70,148,85,93,69,30,32,20,38
Galnt16,5,36,11,24,20,12,23,29,8,23
Galnt18,553,207,352,250,442,135,11,83,158,159
Galnt2,820,528,741,464,643,329,20,176,2162,296
Galnt3,1273,1038,1851,902,1178,600,61,253,381,614
Galnt4,325,120,133,137,184,80,10,62,396,123
Galnt5,7,13,8,6,5,18,28,22,2,18
Galnt6,50,39,40,24,36,50,29,54,301,24
Galnt7,397,107,237,114,193,92,32,87,264,142
Galnt9,8,15,14,22,8,16,13,19,17,27
Galntl5,59,16,148,61,211,82,38,35,35,38
Galntl6,20,26,31,48,33,46,45,61,16,50
Galp,1,1,0,1,0,1,4,2,3,0
Galr1,2,7,3,4,2,6,9,12,6,7
Galr2,2,5,8,7,1,4,8,8,3,7
Galr3,1,0,3,0,3,6,1,1,16,0
Galt,147,60,87,72,98,38,11,30,119,37
Gamt,420,115,195,155,251,67,8,40,911,107
Gan,18,13,20,7,12,6,4,11,17,22
Ganab,1452,699,1163,821,1334,507,29,258,2500,561
Ganc,315,126,203,143,196,118,76,102,165,135
Gap43,32,25,35,29,20,28,10,11,2,25
Gapdh,5,8,11,5,8,4,3,0,3,9
Gapdhs,206,86,351,245,535,262,78,69,88,139
